lat,lng
29.7066,95.3971
40.7641,73.956
44.0222,-92.4666
42.3384308,-71.1064409
41.503201,-81.621277
39.296318,-76.592941
47.6492,122.306
28.06557,-82.4212
37.7631,122.4578
39.9583,75.1991
